District,Grade,Year,Category,Number Tested,Mean Scale Score,# Level 1,% Level 1,# Level 2,% Level 2,# Level 3,% Level 3,# Level 4,% Level 4,# Level 3+4,% Level 3+4
16,8,2023,Black,198,441,97,49.0,33,16.7,50,25.3,18,9.1,68,34.3
16,8,2023,Hispanic,77,438,39,50.6,14,18.2,16,20.8,8,10.4,24,31.2
16,8,2023,Native American,3,s,s,s,s,s,s,s,s,s,s,s
16,8,2023,White,9,438,4,44.4,2,22.2,3,33.3,0,0.0,3,33.3
16,All Grades,2023,Asian,48,455,11,22.9,10,20.8,17,35.4,10,20.8,27,56.3
16,All Grades,2023,Black,1235,445,407,33.0,338,27.4,360,29.1,130,10.5,490,39.7
16,All Grades,2023,Hispanic,494,440,196,39.7,128,25.9,122,24.7,48,9.7,170,34.4
16,All Grades,2023,Multi-Racial,24,461,6,25.0,3,12.5,8,33.3,7,29.2,15,62.5
16,All Grades,2023,Native American,25,442,9,36.0,5,20.0,8,32.0,3,12.0,11,44.0
16,All Grades,2023,White,65,s,s,s,s,s,s,s,s,s,s,s
16,3,2022,Asian,6,605,1,16.7,2,33.3,0,0.0,3,50.0,3,50.0
16,3,2022,Black,213,591,84,39.4,49,23.0,42,19.7,38,17.8,80,37.6
16,3,2022,Hispanic,98,591,43,43.9,12,12.2,25,25.5,18,18.4,43,43.9
16,3,2022,Multi-Racial,5,s,s,s,s,s,s,s,s,s,s,s
16,3,2022,Native American,5,s,s,s,s,s,s,s,s,s,s,s
16,3,2022,White,10,593,2,20.0,5,50.0,2,20.0,1,10.0,3,30.0
16,4,2022,Asian,8,595,3,37.5,3,37.5,0,0.0,2,25.0,2,25.0
16,4,2022,Black,247,589,104,42.1,70,28.3,43,17.4,30,12.1,73,29.6
16,4,2022,Hispanic,86,593,32,37.2,19,22.1,19,22.1,16,18.6,35,40.7
16,4,2022,Multi-Racial,2,s,s,s,s,s,s,s,s,s,s,s
16,4,2022,Native American,4,s,s,s,s,s,s,s,s,s,s,s
16,4,2022,White,12,599,3,25.0,2,16.7,4,33.3,3,25.0,7,58.3
16,5,2022,Asian,5,s,s,s,s,s,s,s,s,s,s,s
16,5,2022,Black,268,584,167,62.3,56,20.9,29,10.8,16,6.0,45,16.8
16,5,2022,Hispanic,84,589,49,58.3,17,20.2,8,9.5,10,11.9,18,21.4
16,5,2022,Multi-Racial,5,s,s,s,s,s,s,s,s,s,s,s
16,5,2022,Native American,4,s,s,s,s,s,s,s,s,s,s,s
16,5,2022,White,10,595,3,30.0,0,0.0,6,60.0,1,10.0,7,70.0
16,6,2022,Asian,15,594,8,53.3,3,20.0,3,20.0,1,6.7,4,26.7
16,6,2022,Black,183,585,108,59.0,50,27.3,18,9.8,7,3.8,25,13.7
16,6,2022,Hispanic,74,588,40,54.1,20,27.0,9,12.2,5,6.8,14,18.9
16,6,2022,Multi-Racial,3,s,s,s,s,s,s,s,s,s,s,s
16,6,2022,Native American,8,589,5,62.5,2,25.0,1,12.5,0,0.0,1,12.5
16,6,2022,White,8,s,s,s,s,s,s,s,s,s,s,s
16,7,2022,Asian,4,s,s,s,s,s,s,s,s,s,s,s
16,7,2022,Black,218,590,111,50.9,59,27.1,34,15.6,14,6.4,48,22.0
16,7,2022,Hispanic,71,588,37,52.1,23,32.4,9,12.7,2,2.8,11,15.5
16,7,2022,Native American,1,s,s,s,s,s,s,s,s,s,s,s
16,7,2022,White,13,603,6,46.2,1,7.7,2,15.4,4,30.8,6,46.2
16,8,2022,Asian,5,s,s,s,s,s,s,s,s,s,s,s
16,8,2022,Black,180,587,116,64.4,38,21.1,20,11.1,6,3.3,26,14.4
16,8,2022,Hispanic,70,589,40,57.1,15,21.4,8,11.4,7,10.0,15,21.4
16,8,2022,Native American,4,s,s,s,s,s,s,s,s,s,s,s
16,8,2022,White,14,591,8,57.1,2,14.3,3,21.4,1,7.1,4,28.6
16,All Grades,2022,Asian,43,598,16,37.2,11,25.6,7,16.3,9,20.9,16,37.2
16,All Grades,2022,Black,1309,588,690,52.7,322,24.6,186,14.2,111,8.5,297,22.7
16,All Grades,2022,Hispanic,483,590,241,49.9,106,21.9,78,16.1,58,12.0,136,28.2
16,All Grades,2022,Multi-Racial,15,594,5,33.3,7,46.7,1,6.7,2,13.3,3,20.0
16,All Grades,2022,Native American,26,590,14,53.8,7,26.9,1,3.8,4,15.4,5,19.2
16,All Grades,2022,White,67,s,s,s,s,s,s,s,s,s,s,s
16,3,2019,Asian,13,607,2,15.4,2,15.4,5,38.5,4,30.8,9,69.2
16,3,2019,Black,327,597,84,25.7,84,25.7,102,31.2,57,17.4,159,48.6
16,3,2019,Hispanic,132,596,31,23.5,40,30.3,35,26.5,26,19.7,61,46.2
16,3,2019,Multi-Racial,3,s,s,s,s,s,s,s,s,s,s,s
16,3,2019,Native American,5,s,s,s,s,s,s,s,s,s,s,s
16,3,2019,White,18,599,5,27.8,3,16.7,6,33.3,4,22.2,10,55.6
16,4,2019,Asian,7,606,1,14.3,1,14.3,3,42.9,2,28.6,5,71.4
16,4,2019,Black,396,596,114,28.8,127,32.1,84,21.2,71,17.9,155,39.1
16,4,2019,Hispanic,110,595,32,29.1,34,30.9,25,22.7,19,17.3,44,40.0
16,4,2019,Multi-Racial,3,s,s,s,s,s,s,s,s,s,s,s
16,4,2019,Native American,4,s,s,s,s,s,s,s,s,s,s,s
16,4,2019,White,17,605,4,23.5,1,5.9,5,29.4,7,41.2,12,70.6
16,5,2019,Asian,3,s,s,s,s,s,s,s,s,s,s,s
16,5,2019,Black,347,593,159,45.8,80,23.1,64,18.4,44,12.7,108,31.1
16,5,2019,Hispanic,110,595,44,40.0,22,20.0,22,20.0,22,20.0,44,40.0
16,5,2019,Multi-Racial,2,s,s,s,s,s,s,s,s,s,s,s
16,5,2019,Native American,4,s,s,s,s,s,s,s,s,s,s,s
16,5,2019,White,16,597,6,37.5,3,18.8,3,18.8,4,25.0,7,43.8
16,6,2019,Asian,4,s,s,s,s,s,s,s,s,s,s,s
16,6,2019,Black,248,588,140,56.5,63,25.4,28,11.3,17,6.9,45,18.1
16,6,2019,Hispanic,75,588,43,57.3,17,22.7,10,13.3,5,6.7,15,20.0
16,6,2019,Native American,3,s,s,s,s,s,s,s,s,s,s,s
16,6,2019,White,4,s,s,s,s,s,s,s,s,s,s,s
16,7,2019,Asian,7,604,3,42.9,0,0.0,2,28.6,2,28.6,4,57.1
16,7,2019,Black,237,590,112,47.3,71,30.0,41,17.3,13,5.5,54,22.8
16,7,2019,Hispanic,77,588,38,49.4,27,35.1,9,11.7,3,3.9,12,15.6
16,7,2019,Native American,3,s,s,s,s,s,s,s,s,s,s,s
16,7,2019,White,6,s,s,s,s,s,s,s,s,s,s,s
16,8,2019,Asian,2,s,s,s,s,s,s,s,s,s,s,s
16,8,2019,Black,247,590,137,55.5,76,30.8,24,9.7,10,4.0,34,13.8
16,8,2019,Hispanic,67,592,39,58.2,17,25.4,4,6.0,7,10.4,11,16.4
16,8,2019,Multi-Racial,3,s,s,s,s,s,s,s,s,s,s,s
16,8,2019,Native American,6,604,3,50.0,1,16.7,0,0.0,2,33.3,2,33.3
16,8,2019,White,3,s,s,s,s,s,s,s,s,s,s,s
16,All Grades,2019,Asian,36,603,9,25.0,4,11.1,14,38.9,9,25.0,23,63.9
16,All Grades,2019,Black,1802,593,746,41.4,501,27.8,343,19.0,212,11.8,555,30.8
16,All Grades,2019,Hispanic,571,593,227,39.8,157,27.5,105,18.4,82,14.4,187,32.7
16,All Grades,2019,Multi-Racial,11,598,2,18.2,6,54.5,2,18.2,1,9.1,3,27.3
16,All Grades,2019,Native American,25,596,12,48.0,3,12.0,3,12.0,7,28.0,10,40.0
16,All Grades,2019,White,64,599,22,34.4,10,15.6,14,21.9,18,28.1,32,50.0
16,3,2018,Asian,7,606,0,0.0,3,42.9,2,28.6,2,28.6,4,57.1
16,3,2018,Black,410,597,125,30.5,89,21.7,117,28.5,79,19.3,196,47.8
16,3,2018,Hispanic,113,596,36,31.9,25,22.1,33,29.2,19,16.8,52,46.0
16,3,2018,Multi-Racial,2,s,s,s,s,s,s,s,s,s,s,s
16,3,2018,Native American,6,s,s,s,s,s,s,s,s,s,s,s
16,3,2018,White,17,602,3,17.6,7,41.2,2,11.8,5,29.4,7,41.2
16,4,2018,Asian,9,587,3,33.3,4,44.4,2,22.2,0,0.0,2,22.2
16,4,2018,Black,367,596,127,34.6,88,24.0,84,22.9,68,18.5,152,41.4
16,4,2018,Hispanic,113,593,39,34.5,30,26.5,22,19.5,22,19.5,44,38.9
16,4,2018,Multi-Racial,2,s,s,s,s,s,s,s,s,s,s,s
16,4,2018,Native American,4,s,s,s,s,s,s,s,s,s,s,s
16,4,2018,White,20,593,8,40.0,6,30.0,2,10.0,4,20.0,6,30.0
16,5,2018,Asian,9,596,5,55.6,1,11.1,1,11.1,2,22.2,3,33.3
16,5,2018,Black,361,594,148,41.0,88,24.4,84,23.3,41,11.4,125,34.6
16,5,2018,Hispanic,114,589,62,54.4,22,19.3,17,14.9,13,11.4,30,26.3
16,5,2018,Native American,4,s,s,s,s,s,s,s,s,s,s,s
16,5,2018,White,8,s,s,s,s,s,s,s,s,s,s,s
16,6,2018,Asian,6,s,s,s,s,s,s,s,s,s,s,s
16,6,2018,Black,251,584,155,61.8,68,27.1,23,9.2,5,2.0,28,11.2
16,6,2018,Hispanic,76,586,45,59.2,22,28.9,9,11.8,0,0.0,9,11.8
16,6,2018,Multi-Racial,1,s,s,s,s,s,s,s,s,s,s,s
16,6,2018,Native American,7,590,4,57.1,1,14.3,1,14.3,1,14.3,2,28.6
16,6,2018,White,10,588,6,60.0,1,10.0,1,10.0,2,20.0,3,30.0
16,7,2018,Asian,3,s,s,s,s,s,s,s,s,s,s,s
16,7,2018,Black,268,586,172,64.2,67,25.0,24,9.0,5,1.9,29,10.8
16,7,2018,Hispanic,77,588,45,58.4,22,28.6,5,6.5,5,6.5,10,13.0
16,7,2018,Multi-Racial,1,s,s,s,s,s,s,s,s,s,s,s
16,7,2018,Native American,5,s,s,s,s,s,s,s,s,s,s,s
16,7,2018,White,3,s,s,s,s,s,s,s,s,s,s,s
16,8,2018,Asian,5,s,s,s,s,s,s,s,s,s,s,s
16,8,2018,Black,233,592,122,52.4,71,30.5,29,12.4,11,4.7,40,17.2
16,8,2018,Hispanic,77,590,40,51.9,32,41.6,3,3.9,2,2.6,5,6.5
16,8,2018,Native American,6,s,s,s,s,s,s,s,s,s,s,s
16,8,2018,White,9,593,4,44.4,4,44.4,1,11.1,0,0.0,1,11.1
16,All Grades,2018,Asian,39,598,11,28.2,11,28.2,11,28.2,6,15.4,17,43.6
16,All Grades,2018,Black,1890,592,849,44.9,471,24.9,361,19.1,209,11.1,570,30.2
16,All Grades,2018,Hispanic,570,591,267,46.8,153,26.8,89,15.6,61,10.7,150,26.3
16,All Grades,2018,Multi-Racial,6,590,3,50.0,0,0.0,2,33.3,1,16.7,3,50.0
16,All Grades,2018,Native American,32,589,17,53.1,6,18.8,7,21.9,2,6.3,9,28.1
16,All Grades,2018,White,67,595,26,38.8,19,28.4,9,13.4,13,19.4,22,32.8
17,3,2025,Asian,27,480,0,0.0,4,14.8,9,33.3,14,51.9,23,85.2
17,3,2025,Black,576,457,65,11.3,160,27.8,230,39.9,121,21.0,351,60.9
17,3,2025,Hispanic,209,456,32,15.3,51,24.4,79,37.8,47,22.5,126,60.3
17,3,2025,Multi-Racial,20,468,1,5.0,5,25.0,6,30.0,8,40.0,14,70.0
17,3,2025,Native American,13,451,2,15.4,4,30.8,6,46.2,1,7.7,7,53.8
17,3,2025,White,62,477,2,3.2,9,14.5,22,35.5,29,46.8,51,82.3
17,4,2025,Asian,23,473,3,13.0,2,8.7,8,34.8,10,43.5,18,78.3
17,4,2025,Black,527,457,95,18.0,134,25.4,197,37.4,101,19.2,298,56.5
17,4,2025,Hispanic,194,458,36,18.6,46,23.7,62,32.0,50,25.8,112,57.7
17,4,2025,Multi-Racial,21,468,3,14.3,3,14.3,7,33.3,8,38.1,15,71.4
17,4,2025,Native American,14,456,2,14.3,4,28.6,5,35.7,3,21.4,8,57.1
17,4,2025,White,47,485,3,6.4,3,6.4,12,25.5,29,61.7,41,87.2
17,5,2025,Asian,24,460,6,25.0,2,8.3,10,41.7,6,25.0,16,66.7
17,5,2025,Black,631,450,167,26.5,170,26.9,203,32.2,91,14.4,294,46.6
17,5,2025,Hispanic,210,454,44,21.0,46,21.9,85,40.5,35,16.7,120,57.1
17,5,2025,Multi-Racial,23,461,2,8.7,9,39.1,6,26.1,6,26.1,12,52.2
17,5,2025,Native American,9,443,4,44.4,1,11.1,4,44.4,0,0.0,4,44.4
17,5,2025,White,42,461,6,14.3,8,19.0,16,38.1,12,28.6,28,66.7
17,6,2025,Asian,22,456,4,18.2,6,27.3,8,36.4,4,18.2,12,54.5
17,6,2025,Black,617,450,144,23.3,169,27.4,230,37.3,74,12.0,304,49.3
17,6,2025,Hispanic,205,445,67,32.7,63,30.7,57,27.8,18,8.8,75,36.6
17,6,2025,Multi-Racial,15,464,3,20.0,1,6.7,7,46.7,4,26.7,11,73.3
17,6,2025,Native American,12,464,3,25.0,1,8.3,5,41.7,3,25.0,8,66.7
17,6,2025,White,15,458,3,20.0,4,26.7,4,26.7,4,26.7,8,53.3
17,7,2025,Asian,26,459,3,11.5,9,34.6,5,19.2,9,34.6,14,53.8
17,7,2025,Black,626,454,94,15.0,187,29.9,210,33.5,135,21.6,345,55.1
17,7,2025,Hispanic,214,449,41,19.2,76,35.5,62,29.0,35,16.4,97,45.3
17,7,2025,Multi-Racial,11,464,1,9.1,3,27.3,2,18.2,5,45.5,7,63.6
17,7,2025,Native American,19,444,6,31.6,7,36.8,4,21.1,2,10.5,6,31.6
17,7,2025,White,30,462,5,16.7,6,20.0,7,23.3,12,40.0,19,63.3
17,8,2025,Asian,9,471,0,0.0,1,11.1,6,66.7,2,22.2,8,88.9
17,8,2025,Black,714,448,269,37.7,133,18.6,199,27.9,113,15.8,312,43.7
17,8,2025,Hispanic,179,447,68,38.0,35,19.6,53,29.6,23,12.8,76,42.5
17,8,2025,Multi-Racial,11,478,0,0.0,1,9.1,5,45.5,5,45.5,10,90.9
17,8,2025,Native American,17,439,9,52.9,2,11.8,4,23.5,2,11.8,6,35.3
17,8,2025,White,18,456,6,33.3,4,22.2,5,27.8,3,16.7,8,44.4
17,All Grades,2025,Asian,131,466,16,12.2,24,18.3,46,35.1,45,34.4,91,69.5
17,All Grades,2025,Black,3691,452,834,22.6,953,25.8,1269,34.4,635,17.2,1904,51.6
17,All Grades,2025,Hispanic,1211,452,288,23.8,317,26.2,398,32.9,208,17.2,606,50.0
17,All Grades,2025,Multi-Racial,101,466,10,9.9,22,21.8,33,32.7,36,35.6,69,68.3
17,All Grades,2025,Native American,84,449,26,31.0,19,22.6,28,33.3,11,13.1,39,46.4
17,All Grades,2025,White,214,470,25,11.7,34,15.9,66,30.8,89,41.6,155,72.4
17,3,2024,Asian,28,457,6,21.4,6,21.4,7,25.0,9,32.1,16,57.1
17,3,2024,Black,538,449,79,14.7,193,35.9,195,36.2,71,13.2,266,49.4
17,3,2024,Hispanic,197,449,39,19.8,63,32.0,60,30.5,35,17.8,95,48.2
17,3,2024,Multi-Racial,27,463,2,7.4,7,25.9,10,37.0,8,29.6,18,66.7
17,3,2024,Native American,10,445,2,20.0,5,50.0,2,20.0,1,10.0,3,30.0
17,3,2024,White,58,468,3,5.2,12,20.7,20,34.5,23,39.7,43,74.1
17,4,2024,Asian,22,464,4,18.2,3,13.6,8,36.4,7,31.8,15,68.2
17,4,2024,Black,594,451,144,24.2,144,24.2,218,36.7,88,14.8,306,51.5
17,4,2024,Hispanic,211,451,51,24.2,50,23.7,74,35.1,36,17.1,110,52.1
17,4,2024,Multi-Racial,21,465,3,14.3,4,19.0,7,33.3,7,33.3,14,66.7
17,4,2024,Native American,10,445,3,30.0,3,30.0,3,30.0,1,10.0,4,40.0
17,4,2024,White,46,470,2,4.3,10,21.7,20,43.5,14,30.4,34,73.9
17,5,2024,Asian,35,464,2,5.7,10,28.6,12,34.3,11,31.4,23,65.7
17,5,2024,Black,596,447,175,29.4,155,26.0,204,34.2,62,10.4,266,44.6
17,5,2024,Hispanic,189,451,58,30.7,41,21.7,50,26.5,40,21.2,90,47.6
17,5,2024,Multi-Racial,13,461,3,23.1,2,15.4,4,30.8,4,30.8,8,61.5
17,5,2024,Native American,13,459,2,15.4,1,7.7,6,46.2,4,30.8,10,76.9
17,5,2024,White,38,465,8,21.1,3,7.9,12,31.6,15,39.5,27,71.1
17,6,2024,Asian,26,453,5,19.2,7,26.9,10,38.5,4,15.4,14,53.8
17,6,2024,Black,755,447,206,27.3,216,28.6,260,34.4,73,9.7,333,44.1
17,6,2024,Hispanic,220,439,79,35.9,72,32.7,60,27.3,9,4.1,69,31.4
17,6,2024,Multi-Racial,15,460,3,20.0,0,0.0,9,60.0,3,20.0,12,80.0
17,6,2024,Native American,17,439,6,35.3,4,23.5,7,41.2,0,0.0,7,41.2
17,6,2024,White,42,454,11,26.2,9,21.4,12,28.6,10,23.8,22,52.4
17,7,2024,Asian,13,461,0,0.0,3,23.1,6,46.2,4,30.8,10,76.9
17,7,2024,Black,705,448,187,26.5,219,31.1,187,26.5,112,15.9,299,42.4
17,7,2024,Hispanic,197,446,53,26.9,57,28.9,58,29.4,29,14.7,87,44.2
17,7,2024,Multi-Racial,18,453,3,16.7,6,33.3,4,22.2,5,27.8,9,50.0
17,7,2024,Native American,15,445,3,20.0,6,40.0,5,33.3,1,6.7,6,40.0
17,7,2024,White,21,466,1,4.8,6,28.6,7,33.3,7,33.3,14,66.7
17,8,2024,Asian,25,455,10,40.0,4,16.0,3,12.0,8,32.0,11,44.0
17,8,2024,Black,627,448,216,34.4,136,21.7,172,27.4,103,16.4,275,43.9
17,8,2024,Hispanic,200,447,77,38.5,40,20.0,52,26.0,31,15.5,83,41.5
17,8,2024,Multi-Racial,9,442,4,44.4,1,11.1,3,33.3,1,11.1,4,44.4
17,8,2024,Native American,15,447,5,33.3,3,20.0,5,33.3,2,13.3,7,46.7
17,8,2024,White,22,441,11,50.0,3,13.6,5,22.7,3,13.6,8,36.4
17,All Grades,2024,Asian,149,459,27,18.1,33,22.1,46,30.9,43,28.9,89,59.7
17,All Grades,2024,Black,3815,448,1007,26.4,1063,27.9,1236,32.4,509,13.3,1745,45.7
17,All Grades,2024,Hispanic,1214,447,357,29.4,323,26.6,354,29.2,180,14.8,534,44.0
17,All Grades,2024,Multi-Racial,103,459,18,17.5,20,19.4,37,35.9,28,27.2,65,63.1
17,All Grades,2024,Native American,80,447,21,26.3,22,27.5,28,35.0,9,11.3,37,46.3
17,All Grades,2024,White,227,463,36,15.9,43,18.9,76,33.5,72,31.7,148,65.2
17,3,2023,Asian,26,459,2,7.7,7,26.9,10,38.5,7,26.9,17,65.4
17,3,2023,Black,569,451,99,17.4,179,31.5,205,36.0,86,15.1,291,51.1
17,3,2023,Hispanic,191,450,38,19.9,52,27.2,67,35.1,34,17.8,101,52.9
17,3,2023,Multi-Racial,21,455,5,23.8,7,33.3,3,14.3,6,28.6,9,42.9
17,3,2023,Native American,9,436,5,55.6,2,22.2,1,11.1,1,11.1,2,22.2
17,3,2023,White,45,462,4,8.9,12,26.7,16,35.6,13,28.9,29,64.4
17,4,2023,Asian,36,458,7,19.4,8,22.2,12,33.3,9,25.0,21,58.3
17,4,2023,Black,564,450,145,25.7,135,23.9,221,39.2,63,11.2,284,50.4
17,4,2023,Hispanic,199,449,56,28.1,52,26.1,66,33.2,25,12.6,91,45.7
17,4,2023,Multi-Racial,15,454,4,26.7,0,0.0,10,66.7,1,6.7,11,73.3
17,4,2023,Native American,14,462,3,21.4,2,14.3,5,35.7,4,28.6,9,64.3
17,4,2023,White,41,461,8,19.5,7,17.1,13,31.7,13,31.7,26,63.4
17,5,2023,Asian,27,453,8,29.6,5,18.5,7,25.9,7,25.9,14,51.9
17,5,2023,Black,695,443,240,34.5,190,27.3,211,30.4,54,7.8,265,38.1
17,5,2023,Hispanic,221,443,88,39.8,46,20.8,65,29.4,22,10.0,87,39.4
17,5,2023,Multi-Racial,10,468,1,10.0,1,10.0,5,50.0,3,30.0,8,80.0
17,5,2023,Native American,12,432,7,58.3,2,16.7,3,25.0,0,0.0,3,25.0
17,5,2023,White,56,460,11,19.6,8,14.3,22,39.3,15,26.8,37,66.1
17,6,2023,Asian,18,454,5,27.8,3,16.7,7,38.9,3,16.7,10,55.6
17,6,2023,Black,807,445,255,31.6,237,29.4,241,29.9,74,9.2,315,39.0
17,6,2023,Hispanic,191,439,80,41.9,59,30.9,45,23.6,7,3.7,52,27.2
17,6,2023,Multi-Racial,14,456,4,28.6,1,7.1,6,42.9,3,21.4,9,64.3
17,6,2023,Native American,13,454,2,15.4,4,30.8,4,30.8,3,23.1,7,53.8
17,6,2023,White,27,452,6,22.2,4,14.8,14,51.9,3,11.1,17,63.0
17,7,2023,Asian,34,460,3,8.8,10,29.4,12,35.3,9,26.5,21,61.8
17,7,2023,Black,630,446,166,26.3,213,33.8,163,25.9,88,14.0,251,39.8
17,7,2023,Hispanic,223,447,53,23.8,77,34.5,63,28.3,30,13.5,93,41.7
17,7,2023,Multi-Racial,6,453,1,16.7,2,33.3,1,16.7,2,33.3,3,50.0
17,7,2023,Native American,18,436,9,50.0,5,27.8,2,11.1,2,11.1,4,22.2
17,7,2023,White,27,444,8,29.6,10,37.0,7,25.9,2,7.4,9,33.3
17,8,2023,Asian,24,443,13,54.2,3,12.5,4,16.7,4,16.7,8,33.3
17,8,2023,Black,726,446,276,38.0,146,20.1,223,30.7,81,11.2,304,41.9
17,8,2023,Hispanic,210,448,80,38.1,33,15.7,71,33.8,26,12.4,97,46.2
17,8,2023,Multi-Racial,5,s,s,s,s,s,s,s,s,s,s,s
17,8,2023,Native American,18,s,s,s,s,s,s,s,s,s,s,s
17,8,2023,White,18,450,6,33.3,5,27.8,2,11.1,5,27.8,7,38.9
17,All Grades,2023,Asian,165,455,38,23.0,36,21.8,52,31.5,39,23.6,91,55.2
17,All Grades,2023,Black,3991,447,1181,29.6,1100,27.6,1264,31.7,446,11.2,1710,42.8
17,All Grades,2023,Hispanic,1235,446,395,32.0,319,25.8,377,30.5,144,11.7,521,42.2
17,All Grades,2023,Multi-Racial,71,s,s,s,s,s,s,s,s,s,s,s
17,All Grades,2023,Native American,84,s,s,s,s,s,s,s,s,s,s,s
17,All Grades,2023,White,214,457,43,20.1,46,21.5,74,34.6,51,23.8,125,58.4
17,3,2022,Asian,39,598,8,20.5,16,41.0,5,12.8,10,25.6,15,38.5
17,3,2022,Black,576,593,210,36.5,129,22.4,136,23.6,101,17.5,237,41.1
17,3,2022,Hispanic,195,594,64,32.8,55,28.2,44,22.6,32,16.4,76,39.0
17,3,2022,Multi-Racial,21,608,3,14.3,2,9.5,8,38.1,8,38.1,16,76.2
17,3,2022,Native American,14,599,3,21.4,2,14.3,4,28.6,5,35.7,9,64.3
17,3,2022,White,46,600,16,34.8,4,8.7,15,32.6,11,23.9,26,56.5
17,4,2022,Asian,31,594,12,38.7,7,22.6,2,6.5,10,32.3,12,38.7
17,4,2022,Black,712,590,320,44.9,193,27.1,97,13.6,102,14.3,199,27.9
17,4,2022,Hispanic,211,592,85,40.3,57,27.0,29,13.7,40,19.0,69,32.7
17,4,2022,Multi-Racial,11,599,2,18.2,3,27.3,3,27.3,3,27.3,6,54.5
17,4,2022,Native American,13,580,7,53.8,5,38.5,0,0.0,1,7.7,1,7.7
17,4,2022,White,57,600,13,22.8,11,19.3,12,21.1,21,36.8,33,57.9
17,5,2022,Asian,31,599,12,38.7,4,12.9,8,25.8,7,22.6,15,48.4
17,5,2022,Black,771,587,429,55.6,172,22.3,103,13.4,67,8.7,170,22.0
17,5,2022,Hispanic,221,588,114,51.6,51,23.1,27,12.2,29,13.1,56,25.3
17,5,2022,Multi-Racial,13,595,7,53.8,2,15.4,3,23.1,1,7.7,4,30.8
17,5,2022,Native American,10,587,5,50.0,2,20.0,2,20.0,1,10.0,3,30.0
17,5,2022,White,43,595,17,39.5,13,30.2,7,16.3,6,14.0,13,30.2
17,6,2022,Asian,42,594,17,40.5,11,26.2,6,14.3,8,19.0,14,33.3
17,6,2022,Black,779,590,384,49.3,208,26.7,125,16.0,62,8.0,187,24.0
17,6,2022,Hispanic,212,590,109,51.4,55,25.9,29,13.7,19,9.0,48,22.6
17,6,2022,Multi-Racial,9,595,4,44.4,1,11.1,3,33.3,1,11.1,4,44.4
17,6,2022,Native American,19,575,14,73.7,3,15.8,2,10.5,0,0.0,2,10.5
17,6,2022,White,25,591,12,48.0,10,40.0,1,4.0,2,8.0,3,12.0
17,7,2022,Asian,29,590,16,55.2,7,24.1,5,17.2,1,3.4,6,20.7
17,7,2022,Black,780,591,376,48.2,254,32.6,107,13.7,43,5.5,150,19.2
17,7,2022,Hispanic,225,594,93,41.3,73,32.4,45,20.0,14,6.2,59,26.2
17,7,2022,Multi-Racial,10,601,2,20.0,5,50.0,2,20.0,1,10.0,3,30.0
17,7,2022,Native American,25,589,18,72.0,4,16.0,3,12.0,0,0.0,3,12.0
17,7,2022,White,25,599,11,44.0,3,12.0,5,20.0,6,24.0,11,44.0
17,8,2022,Asian,30,593,16,53.3,6,20.0,4,13.3,4,13.3,8,26.7
17,8,2022,Black,718,595,343,47.8,211,29.4,102,14.2,62,8.6,164,22.8
17,8,2022,Hispanic,226,592,125,55.3,46,20.4,32,14.2,23,10.2,55,24.3
17,8,2022,Multi-Racial,8,607,2,25.0,4,50.0,1,12.5,1,12.5,2,25.0
17,8,2022,Native American,17,591,11,64.7,2,11.8,3,17.6,1,5.9,4,23.5
17,8,2022,White,34,590,21,61.8,7,20.6,5,14.7,1,2.9,6,17.6
17,All Grades,2022,Asian,202,595,81,40.1,51,25.2,30,14.9,40,19.8,70,34.7
17,All Grades,2022,Black,4336,591,2062,47.6,1167,26.9,670,15.5,437,10.1,1107,25.5
17,All Grades,2022,Hispanic,1290,592,590,45.7,337,26.1,206,16.0,157,12.2,363,28.1
17,All Grades,2022,Multi-Racial,72,602,20,27.8,17,23.6,20,27.8,15,20.8,35,48.6
17,All Grades,2022,Native American,98,587,58,59.2,18,18.4,14,14.3,8,8.2,22,22.4
17,All Grades,2022,White,230,596,90,39.1,48,20.9,45,19.6,47,20.4,92,40.0
17,3,2019,Asian,29,605,6,20.7,3,10.3,6,20.7,14,48.3,20,69.0
17,3,2019,Black,872,597,240,27.5,221,25.3,253,29.0,158,18.1,411,47.1
17,3,2019,Hispanic,262,599,57,21.8,64,24.4,80,30.5,61,23.3,141,53.8
17,3,2019,Multi-Racial,15,602,1,6.7,5,33.3,8,53.3,1,6.7,9,60.0
17,3,2019,Native American,14,595,3,21.4,5,35.7,4,28.6,2,14.3,6,42.9
17,3,2019,White,51,608,7,13.7,6,11.8,18,35.3,20,39.2,38,74.5
17,4,2019,Asian,57,599,16,28.1,16,28.1,9,15.8,16,28.1,25,43.9
17,4,2019,Black,977,595,307,31.4,284,29.1,232,23.7,154,15.8,386,39.5
17,4,2019,Hispanic,272,598,76,27.9,73,26.8,65,23.9,58,21.3,123,45.2
17,4,2019,Multi-Racial,19,600,4,21.1,3,15.8,9,47.4,3,15.8,12,63.2
17,4,2019,Native American,17,595,7,41.2,5,29.4,2,11.8,3,17.6,5,29.4
17,4,2019,White,51,607,7,13.7,12,23.5,13,25.5,19,37.3,32,62.7
17,5,2019,Asian,37,594,16,43.2,8,21.6,5,13.5,8,21.6,13,35.1
17,5,2019,Black,979,594,422,43.1,242,24.7,170,17.4,145,14.8,315,32.2
17,5,2019,Hispanic,274,596,114,41.6,45,16.4,57,20.8,58,21.2,115,42.0
