Year,Zip_Code,County,Age_Group,Number_of_Asthma_ED_Visits,Age_Adjusted_Rate_of_Asthma_ED_V
2013,90001,Los Angeles,Child,201,100.1
2013,90002,Los Angeles,Child,210,111.8
2013,90003,Los Angeles,Child,307,130.1
2013,90004,Los Angeles,Child,169,129.4
2013,90005,Los Angeles,Child,52,64
2013,90006,Los Angeles,Child,119,81.9
2013,90007,Los Angeles,Child,88,126.2
2013,90008,Los Angeles,Child,115,157.3
2013,90011,Los Angeles,Child,371,99.4
2013,90012,Los Angeles,Child,25,69.5
2013,90015,Los Angeles,Child,49,121
2013,90016,Los Angeles,Child,175,150.5
2013,90017,Los Angeles,Child,60,99.2
2013,90018,Los Angeles,Child,163,126.1
2013,90019,Los Angeles,Child,106,78.4
2013,90020,Los Angeles,Child,57,75.8
2013,90022,Los Angeles,Child,186,90.8
2013,90023,Los Angeles,Child,157,104.1
2013,90024,Los Angeles,Child,15,44.9
2013,90025,Los Angeles,Child,14,24.8
2013,90026,Los Angeles,Child,119,87.2
2013,90027,Los Angeles,Child,43,73.1
2013,90028,Los Angeles,Child,36,123.4
2013,90029,Los Angeles,Child,76,100
2013,90031,Los Angeles,Child,70,66.4
2013,90032,Los Angeles,Child,109,93.5
2013,90033,Los Angeles,Child,188,129.4
2013,90034,Los Angeles,Child,56,55
2013,90035,Los Angeles,Child,29,46.3
2013,90036,Los Angeles,Child,23,37.3
2013,90037,Los Angeles,Child,225,119.6
2013,90038,Los Angeles,Child,57,107.8
2013,90039,Los Angeles,Child,43,83.6
2013,90040,Los Angeles,Child,34,123.6
2013,90041,Los Angeles,Child,29,55.3
2013,90042,Los Angeles,Child,123,81.4
2013,90043,Los Angeles,Child,159,156.4
2013,90044,Los Angeles,Child,458,158.6
2013,90045,Los Angeles,Child,45,64.3
2013,90046,Los Angeles,Child,18,41.6
2013,90047,Los Angeles,Child,206,172.7
2013,90057,Los Angeles,Child,101,92.8
2013,90059,Los Angeles,Child,226,151.9
2013,90061,Los Angeles,Child,92,105.9
2013,90062,Los Angeles,Child,130,149.9
2013,90063,Los Angeles,Child,135,76.9
2013,90064,Los Angeles,Child,14,27.7
2013,90065,Los Angeles,Child,108,99.1
2013,90066,Los Angeles,Child,44,44.7
2013,90201,Los Angeles,Child,237,72.4
2013,90210,Los Angeles,Child,12,29.8
2013,90220,Los Angeles,Child,181,120
2013,90221,Los Angeles,Child,193,106.5
2013,90222,Los Angeles,Child,138,128.3
2013,90230,Los Angeles,Child,22,33.9
2013,90232,Los Angeles,Child,15,51.2
2013,90240,Los Angeles,Child,25,41.9
2013,90241,Los Angeles,Child,85,79.2
2013,90242,Los Angeles,Child,85,72.1
2013,90245,Los Angeles,Child,14,46.4
2013,90247,Los Angeles,Child,159,139.1
2013,90248,Los Angeles,Child,18,94.8
2013,90249,Los Angeles,Child,69,112.3
2013,90250,Los Angeles,Child,347,134.1
2013,90255,Los Angeles,Child,193,83.7
2013,90260,Los Angeles,Child,109,118.5
2013,90262,Los Angeles,Child,153,68.1
2013,90266,Los Angeles,Child,16,20.8
2013,90270,Los Angeles,Child,53,59
2013,90275,Los Angeles,Child,18,25.8
2013,90277,Los Angeles,Child,24,42.5
2013,90278,Los Angeles,Child,58,64.4
2013,90280,Los Angeles,Child,204,71.3
2013,90291,Los Angeles,Child,23,58.8
2013,90301,Los Angeles,Child,119,125.9
2013,90302,Los Angeles,Child,103,139.4
2013,90303,Los Angeles,Child,103,140.1
2013,90304,Los Angeles,Child,94,105.7
2013,90305,Los Angeles,Child,34,119.2
2013,90403,Los Angeles,Child,13,41.2
2013,90404,Los Angeles,Child,26,86
2013,90405,Los Angeles,Child,18,48.6
2013,90501,Los Angeles,Child,104,99.6
2013,90502,Los Angeles,Child,26,72.8
2013,90503,Los Angeles,Child,42,46.4
2013,90504,Los Angeles,Child,43,70.2
2013,90505,Los Angeles,Child,35,49.2
2013,90601,Los Angeles,Child,61,79.7
2013,90602,Los Angeles,Child,82,125.5
2013,90603,Los Angeles,Child,50,111.8
2013,90604,Los Angeles,Child,113,109.6
2013,90605,Los Angeles,Child,125,116
2013,90606,Los Angeles,Child,74,89.3
2013,90620,Orange,Child,63,62.3
2013,90621,Orange,Child,73,77.9
2013,90623,Orange,Child,17,55.4
2013,90630,Orange,Child,33,32.8
2013,90631,Orange,Child,148,86.8
2013,90638,Los Angeles,Child,56,58.1
2013,90640,Los Angeles,Child,134,86.2
2013,90650,Los Angeles,Child,270,97.2
2013,90660,Los Angeles,Child,129,81.3
2013,90670,Los Angeles,Child,26,73.9
2013,90680,Orange,Child,51,57.9
2013,90701,Los Angeles,Child,33,100
2013,90703,Los Angeles,Child,42,49.6
2013,90706,Los Angeles,Child,228,109.9
2013,90710,Los Angeles,Child,61,105
2013,90712,Los Angeles,Child,38,53.5
2013,90713,Los Angeles,Child,40,63.3
2013,90715,Los Angeles,Child,51,106.1
2013,90716,Los Angeles,Child,37,83.6
2013,90717,Los Angeles,Child,27,58.6
2013,90720,Orange,Child,16,35.6
2013,90723,Los Angeles,Child,138,83.5
2013,90731,Los Angeles,Child,210,136.9
2013,90732,Los Angeles,Child,21,57.9
2013,90744,Los Angeles,Child,151,88.1
2013,90745,Los Angeles,Child,119,91.3
2013,90746,Los Angeles,Child,87,170.6
2013,90755,Los Angeles,Child,14,59.1
2013,90802,Los Angeles,Child,64,93.5
2013,90804,Los Angeles,Child,99,101.7
2013,90805,Los Angeles,Child,340,121.5
2013,90806,Los Angeles,Child,118,97
2013,90807,Los Angeles,Child,52,75.3
2013,90808,Los Angeles,Child,23,28.5
2013,90810,Los Angeles,Child,96,92.7
2013,90813,Los Angeles,Child,234,129
2013,90815,Los Angeles,Child,25,32.9
2013,91001,Los Angeles,Child,47,59.3
2013,91006,Los Angeles,Child,18,29.1
2013,91007,Los Angeles,Child,15,24.7
2013,91010,Los Angeles,Child,43,72.4
2013,91016,Los Angeles,Child,62,67.2
2013,91030,Los Angeles,Child,14,24.8
2013,91040,Los Angeles,Child,22,53.8
2013,91042,Los Angeles,Child,39,72.9
2013,91103,Los Angeles,Child,56,80.4
2013,91104,Los Angeles,Child,36,43.1
2013,91106,Los Angeles,Child,27,70.9
2013,91107,Los Angeles,Child,31,47.6
2013,91201,Los Angeles,Child,19,51.8
2013,91202,Los Angeles,Child,18,44.1
2013,91203,Los Angeles,Child,13,56.5
2013,91204,Los Angeles,Child,19,63.6
2013,91205,Los Angeles,Child,58,87.6
2013,91206,Los Angeles,Child,29,51.5
2013,91214,Los Angeles,Child,26,44.3
2013,91302,Los Angeles,Child,12,19.3
2013,91303,Los Angeles,Child,72,99.7
2013,91304,Los Angeles,Child,136,115.2
2013,91306,Los Angeles,Child,86,78
2013,91307,Los Angeles,Child,25,49.6
2013,91311,Los Angeles,Child,39,59.6
2013,91316,Los Angeles,Child,20,40.9
2013,91320,Ventura,Child,24,22.2
2013,91321,Los Angeles,Child,55,58.6
2013,91324,Los Angeles,Child,47,88.4
2013,91325,Los Angeles,Child,52,83.3
2013,91326,Los Angeles,Child,20,29.2
2013,91331,Los Angeles,Child,308,99.2
2013,91335,Los Angeles,Child,162,93.7
2013,91340,Los Angeles,Child,143,138.5
2013,91342,Los Angeles,Child,265,106
2013,91343,Los Angeles,Child,208,128.6
2013,91344,Los Angeles,Child,67,67.9
2013,91345,Los Angeles,Child,49,113.5
2013,91350,Los Angeles,Child,34,46.9
2013,91351,Los Angeles,Child,58,64.9
2013,91352,Los Angeles,Child,137,113.4
2013,91354,Los Angeles,Child,26,32.6
2013,91355,Los Angeles,Child,22,29.7
2013,91356,Los Angeles,Child,36,62.3
2013,91360,Ventura,Child,45,55.3
2013,91362,Ventura,Child,17,21.6
2013,91364,Los Angeles,Child,25,49.5
2013,91367,Los Angeles,Child,37,49.5
2013,91384,Los Angeles,Child,12,18.7
2013,91387,Los Angeles,Child,63,54.6
2013,91390,Los Angeles,Child,13,22.7
2013,91401,Los Angeles,Child,72,80.6
2013,91402,Los Angeles,Child,235,116
2013,91403,Los Angeles,Child,21,54.1
2013,91405,Los Angeles,Child,147,117.8
2013,91406,Los Angeles,Child,138,98.3
2013,91411,Los Angeles,Child,49,87.6
2013,91423,Los Angeles,Child,17,30.5
2013,91501,Los Angeles,Child,24,62.2
2013,91502,Los Angeles,Child,15,79.2
2013,91504,Los Angeles,Child,26,50.3
2013,91505,Los Angeles,Child,26,45.9
2013,91506,Los Angeles,Child,16,44.2
2013,91601,Los Angeles,Child,57,85.4
2013,91605,Los Angeles,Child,131,92.4
2013,91606,Los Angeles,Child,112,110.3
2013,91607,Los Angeles,Child,30,55.2
2013,91701,San Bernardino,Child,31,35.8
2013,91702,Los Angeles,Child,167,102.6
2013,91706,Los Angeles,Child,204,93.6
2013,91708,San Bernardino,Child,21,120.3
2013,91709,San Bernardino,Child,70,38.8
2013,91710,San Bernardino,Child,142,74.9
2013,91711,Los Angeles,Child,31,45.7
2013,91722,Los Angeles,Child,67,75.6
2013,91723,Los Angeles,Child,42,93
2013,91724,Los Angeles,Child,51,89.2
2013,91730,San Bernardino,Child,97,59.6
2013,91731,Los Angeles,Child,62,83.5
2013,91732,Los Angeles,Child,169,96.5
2013,91733,Los Angeles,Child,101,77.5
2013,91737,San Bernardino,Child,21,41.5
2013,91739,San Bernardino,Child,31,31
2013,91740,Los Angeles,Child,41,75.5
2013,91741,Los Angeles,Child,21,39.9
2013,91744,Los Angeles,Child,251,106.8
2013,91745,Los Angeles,Child,70,66.2
2013,91746,Los Angeles,Child,80,94.2
2013,91748,Los Angeles,Child,39,46.2
2013,91750,Los Angeles,Child,31,44
2013,91752,Riverside,Child,58,65.2
2013,91754,Los Angeles,Child,41,71.5
2013,91755,Los Angeles,Child,26,53.4
2013,91761,San Bernardino,Child,136,84.6
2013,91762,San Bernardino,Child,155,96.1
2013,91763,San Bernardino,Child,105,96.4
2013,91764,San Bernardino,Child,154,90
2013,91765,Los Angeles,Child,42,49.4
2013,91766,Los Angeles,Child,192,90.2
2013,91767,Los Angeles,Child,138,103.7
2013,91768,Los Angeles,Child,111,118.9
2013,91770,Los Angeles,Child,83,63.5
2013,91773,Los Angeles,Child,40,63.7
2013,91775,Los Angeles,Child,22,42.9
2013,91776,Los Angeles,Child,22,30.5
2013,91780,Los Angeles,Child,26,41.6
2013,91784,San Bernardino,Child,15,27.9
2013,91786,San Bernardino,Child,123,96.6
2013,91789,Los Angeles,Child,25,38.7
2013,91790,Los Angeles,Child,98,89.7
2013,91791,Los Angeles,Child,48,69.5
2013,91792,Los Angeles,Child,39,55
2013,91801,Los Angeles,Child,65,68.5
2013,91803,Los Angeles,Child,41,71.2
2013,91902,San Diego,Child,23,63.9
2013,91910,San Diego,Child,159,89.8
2013,91911,San Diego,Child,210,93.4
2013,91913,San Diego,Child,51,41.9
2013,91915,San Diego,Child,28,35
2013,91932,San Diego,Child,68,104.7
2013,91941,San Diego,Child,38,48.7
2013,91942,San Diego,Child,45,95.1
2013,91945,San Diego,Child,86,132.7
2013,91950,San Diego,Child,182,120.2
2013,91977,San Diego,Child,158,101.7
2013,92007,San Diego,Child,14,72.4
2013,92008,San Diego,Child,26,53.9
2013,92009,San Diego,Child,28,25.1
2013,92010,San Diego,Child,22,62.7
2013,92011,San Diego,Child,15,29.7
2013,92019,San Diego,Child,54,56
2013,92020,San Diego,Child,99,66.8
2013,92021,San Diego,Child,97,64.4
2013,92024,San Diego,Child,32,32
2013,92025,San Diego,Child,66,48.3
2013,92026,San Diego,Child,38,30.1
2013,92027,San Diego,Child,66,43.8
2013,92028,San Diego,Child,55,34.1
2013,92029,San Diego,Child,14,33.5
2013,92037,San Diego,Child,19,30.7
2013,92040,San Diego,Child,57,56.6
2013,92054,San Diego,Child,81,84.6
2013,92056,San Diego,Child,73,65.3
2013,92057,San Diego,Child,86,60
2013,92058,San Diego,Child,73,71.3
2013,92064,San Diego,Child,35,34.5
2013,92065,San Diego,Child,27,32.8
2013,92069,San Diego,Child,42,31.3
2013,92071,San Diego,Child,51,40.5
2013,92078,San Diego,Child,45,38.7
2013,92081,San Diego,Child,37,61.8
2013,92082,San Diego,Child,16,32.8
2013,92083,San Diego,Child,103,93.4
2013,92084,San Diego,Child,106,84
2013,92101,San Diego,Child,25,94.4
2013,92102,San Diego,Child,140,121.5
2013,92103,San Diego,Child,23,78.2
2013,92104,San Diego,Child,76,92
2013,92105,San Diego,Child,235,109.3
2013,92106,San Diego,Child,13,35.1
2013,92107,San Diego,Child,30,86.3
2013,92109,San Diego,Child,18,41
2013,92110,San Diego,Child,24,52.3
2013,92111,San Diego,Child,110,107.7
2013,92113,San Diego,Child,273,165.6
2013,92114,San Diego,Child,225,135.3
2013,92115,San Diego,Child,119,82.6
2013,92116,San Diego,Child,51,108.1
2013,92117,San Diego,Child,79,85.6
2013,92118,San Diego,Child,14,41.5
2013,92119,San Diego,Child,21,48.4
2013,92120,San Diego,Child,32,65
2013,92122,San Diego,Child,14,23.9
2013,92123,San Diego,Child,47,70.4
2013,92124,San Diego,Child,40,43
2013,92126,San Diego,Child,95,62.8
2013,92127,San Diego,Child,40,29.2
2013,92128,San Diego,Child,31,32.2
2013,92129,San Diego,Child,42,33.4
2013,92130,San Diego,Child,26,19
2013,92131,San Diego,Child,24,25.7
2013,92139,San Diego,Child,77,84.6
2013,92154,San Diego,Child,138,68
2013,92173,San Diego,Child,83,98.5
2013,92201,Riverside,Child,174,92.4
2013,92203,Riverside,Child,37,51.9
2013,92211,Riverside,Child,21,87.6
2013,92220,Riverside,Child,78,107.7
2013,92223,Riverside,Child,99,78.7
2013,92225,Riverside,Child,76,150.8
2013,92227,Imperial,Child,177,195.4
2013,92231,Imperial,Child,70,60.6
2013,92234,Riverside,Child,67,51.1
2013,92236,Riverside,Child,124,80.5
2013,92240,Riverside,Child,100,94.1
2013,92241,Riverside,Child,12,62.6
2013,92243,Imperial,Child,249,174.8
2013,92249,Imperial,Child,33,134.4
2013,92250,Imperial,Child,32,134.2
2013,92251,Imperial,Child,85,146.6
2013,92252,San Bernardino,Child,12,57.2
2013,92253,Riverside,Child,25,31.8
2013,92254,Riverside,Child,33,62.7
2013,92260,Riverside,Child,26,55.9
2013,92262,Riverside,Child,26,57.5
2013,92264,Riverside,Child,14,84.9
2013,92274,Riverside,Child,44,59
2013,92277,San Bernardino,Child,12,15.8
2013,92284,San Bernardino,Child,34,59.3
2013,92301,San Bernardino,Child,153,126.9
2013,92307,San Bernardino,Child,121,125.5
2013,92308,San Bernardino,Child,115,108.1
2013,92311,San Bernardino,Child,189,195.3
2013,92313,San Bernardino,Child,17,61.9
2013,92314,San Bernardino,Child,14,49
2013,92316,San Bernardino,Child,100,103.5
2013,92324,San Bernardino,Child,168,94.5
2013,92335,San Bernardino,Child,260,81.8
2013,92336,San Bernardino,Child,153,57.2
2013,92337,San Bernardino,Child,69,59.3
2013,92344,San Bernardino,Child,35,54.7
2013,92345,San Bernardino,Child,202,81
2013,92346,San Bernardino,Child,104,69.4
2013,92354,San Bernardino,Child,40,85.1
2013,92359,San Bernardino,Child,14,72.3
2013,92371,San Bernardino,Child,26,62.9
2013,92373,San Bernardino,Child,50,75
2013,92374,San Bernardino,Child,76,75
2013,92376,San Bernardino,Child,277,101.5
2013,92377,San Bernardino,Child,19,34.3
2013,92392,San Bernardino,Child,232,131.2
2013,92394,San Bernardino,Child,137,126.6
2013,92395,San Bernardino,Child,184,141
2013,92399,San Bernardino,Child,58,44.3
2013,92404,San Bernardino,Child,293,148.3
2013,92405,San Bernardino,Child,137,155.5
2013,92407,San Bernardino,Child,208,118.6
2013,92408,San Bernardino,Child,48,97.4
2013,92410,San Bernardino,Child,235,132.4
2013,92411,San Bernardino,Child,174,188.4
2013,92501,Riverside,Child,66,121.8
2013,92503,Riverside,Child,184,73.4
2013,92504,Riverside,Child,124,90.1
2013,92505,Riverside,Child,103,76
2013,92506,Riverside,Child,48,50.9
2013,92507,Riverside,Child,121,96.3
2013,92508,Riverside,Child,26,26.1
2013,92509,Riverside,Child,160,69.6
2013,92530,Riverside,Child,49,31.3
2013,92532,Riverside,Child,26,43.5
2013,92543,Riverside,Child,71,81
2013,92544,Riverside,Child,95,77.7
2013,92545,Riverside,Child,57,59.4
2013,92551,Riverside,Child,101,98
2013,92553,Riverside,Child,197,80.8
2013,92555,Riverside,Child,68,59.4
2013,92557,Riverside,Child,109,81.3
2013,92562,Riverside,Child,48,28.4
2013,92563,Riverside,Child,55,30.4
2013,92567,Riverside,Child,13,47.8
2013,92570,Riverside,Child,109,63.5
2013,92571,Riverside,Child,129,66.7
2013,92582,Riverside,Child,33,62.3
2013,92583,Riverside,Child,78,88.2
2013,92584,Riverside,Child,51,42.1
2013,92585,Riverside,Child,38,68.3
2013,92586,Riverside,Child,13,47.4
2013,92587,Riverside,Child,19,43.4
2013,92591,Riverside,Child,38,35.8
2013,92592,Riverside,Child,70,31.8
2013,92595,Riverside,Child,32,40.4
2013,92596,Riverside,Child,25,30.5
2013,92602,Orange,Child,23,34.9
2013,92604,Orange,Child,25,46.8
2013,92606,Orange,Child,21,41.9
2013,92612,Orange,Child,23,68.2
2013,92614,Orange,Child,22,44.9
2013,92618,Orange,Child,12,27
2013,92620,Orange,Child,50,49.8
2013,92626,Orange,Child,53,54.1
2013,92627,Orange,Child,86,62.5
2013,92629,Orange,Child,14,32.1
2013,92630,Orange,Child,42,30.8
2013,92646,Orange,Child,39,38.3
2013,92647,Orange,Child,50,39.4
2013,92648,Orange,Child,23,29.1
2013,92649,Orange,Child,16,27.1
2013,92651,Orange,Child,13,37.4
2013,92653,Orange,Child,16,26.7
2013,92655,Orange,Child,16,100.4
2013,92656,Orange,Child,41,31.9
2013,92660,Orange,Child,21,34.5
2013,92672,Orange,Child,34,38.8
2013,92673,Orange,Child,14,16.8
2013,92675,Orange,Child,33,39.8
2013,92677,Orange,Child,31,23.1
2013,92679,Orange,Child,14,22.9
2013,92683,Orange,Child,88,43.3
2013,92688,Orange,Child,24,20.2
2013,92691,Orange,Child,41,42.7
2013,92692,Orange,Child,34,38.1
2013,92694,Orange,Child,21,24.8
2013,92701,Orange,Child,144,76.6
2013,92703,Orange,Child,196,94.5
2013,92704,Orange,Child,207,81.9
2013,92705,Orange,Child,64,60.5
2013,92706,Orange,Child,89,83.3
2013,92707,Orange,Child,179,98.6
2013,92708,Orange,Child,45,43
2013,92780,Orange,Child,81,53.8
2013,92782,Orange,Child,18,25.7
2013,92801,Orange,Child,132,75.1
2013,92802,Orange,Child,86,70.1
2013,92804,Orange,Child,183,81.3
2013,92805,Orange,Child,156,69.5
2013,92806,Orange,Child,73,76.1
2013,92807,Orange,Child,29,37.6
2013,92808,Orange,Child,12,25.7
2013,92821,Orange,Child,44,55.8
2013,92831,Orange,Child,54,82.4
2013,92832,Orange,Child,51,84.4
2013,92833,Orange,Child,54,43.2
2013,92835,Orange,Child,16,33.5
2013,92840,Orange,Child,106,76.7
2013,92841,Orange,Child,53,67.1
2013,92843,Orange,Child,76,62.3
2013,92844,Orange,Child,29,50.7
2013,92865,Orange,Child,22,48.1
2013,92866,Orange,Child,22,66.1
2013,92867,Orange,Child,45,41.2
2013,92868,Orange,Child,49,94.2
2013,92869,Orange,Child,31,35.8
2013,92870,Orange,Child,67,54.9
2013,92879,Riverside,Child,69,51.9
2013,92880,Riverside,Child,97,47.3
2013,92881,Riverside,Child,40,43.9
2013,92882,Riverside,Child,88,44.4
2013,92883,Riverside,Child,26,33.1
2013,92886,Orange,Child,39,39
2013,92887,Orange,Child,20,54
2013,93001,Ventura,Child,52,75.6
2013,93003,Ventura,Child,65,63.2
2013,93004,Ventura,Child,39,61.9
2013,93010,Ventura,Child,50,55.1
2013,93012,Ventura,Child,15,19.3
2013,93013,Santa Barbara,Child,26,81.1
2013,93015,Ventura,Child,29,49.7
2013,93021,Ventura,Child,37,41.2
2013,93030,Ventura,Child,187,105.9
2013,93033,Ventura,Child,152,55
2013,93035,Ventura,Child,29,47.5
2013,93036,Ventura,Child,62,49.7
2013,93041,Ventura,Child,30,43.7
2013,93060,Ventura,Child,33,33.1
2013,93063,Ventura,Child,66,51.3
2013,93065,Ventura,Child,92,53.6
2013,93101,Santa Barbara,Child,52,81.3
2013,93103,Santa Barbara,Child,25,67.6
2013,93105,Santa Barbara,Child,13,32
2013,93110,Santa Barbara,Child,13,50.9
2013,93117,Santa Barbara,Child,48,69.1
2013,93203,Kern,Child,44,53.4
2013,93204,Kings,Child,28,74.6
2013,93210,Fresno,Child,56,130.7
2013,93212,Kings,Child,53,107.9
2013,93215,Kern,Child,154,92.9
2013,93219,Tulare,Child,39,90
2013,93221,Tulare,Child,26,59.3
2013,93223,Tulare,Child,25,69.4
2013,93230,Kings,Child,311,150.8
2013,93234,Fresno,Child,30,114.7
2013,93241,Kern,Child,43,65.2
2013,93245,Kings,Child,123,104.8
2013,93247,Tulare,Child,59,91
2013,93250,Kern,Child,54,103.5
2013,93256,Tulare,Child,22,89
2013,93257,Tulare,Child,149,56.5
2013,93263,Kern,Child,35,50.4
2013,93267,Tulare,Child,21,98.4
2013,93268,Kern,Child,15,28.5
2013,93274,Tulare,Child,264,114.7
2013,93277,Tulare,Child,75,54.8
2013,93280,Kern,Child,49,59.9
2013,93286,Tulare,Child,25,75.6
2013,93291,Tulare,Child,108,61.9
2013,93292,Tulare,Child,58,49.9
2013,93301,Kern,Child,71,205.5
2013,93304,Kern,Child,272,162.7
2013,93305,Kern,Child,158,116.8
2013,93306,Kern,Child,212,104.6
2013,93307,Kern,Child,392,127.4
2013,93308,Kern,Child,129,89.6
2013,93309,Kern,Child,189,117.9
2013,93311,Kern,Child,69,56.1
2013,93312,Kern,Child,62,36.8
2013,93313,Kern,Child,107,75.4
2013,93314,Kern,Child,26,40.1
2013,93401,San Luis Obispo,Child,21,51.6
2013,93402,San Luis Obispo,Child,20,76.8
2013,93420,San Luis Obispo,Child,21,41.3
2013,93422,San Luis Obispo,Child,18,27.1
2013,93433,San Luis Obispo,Child,18,60.6
2013,93434,Santa Barbara,Child,34,140.3
2013,93436,Santa Barbara,Child,94,69.9
2013,93444,San Luis Obispo,Child,32,69.2
2013,93446,San Luis Obispo,Child,49,45.6
2013,93454,Santa Barbara,Child,104,98.5
2013,93455,Santa Barbara,Child,54,55.6
2013,93458,Santa Barbara,Child,143,73.6
2013,93505,Kern,Child,40,113.1
2013,93514,Inyo,Child,21,73.9
2013,93534,Los Angeles,Child,206,185.3
2013,93535,Los Angeles,Child,361,155
2013,93536,Los Angeles,Child,115,67.4
2013,93543,Los Angeles,Child,29,79.2
2013,93550,Los Angeles,Child,350,143.6
2013,93551,Los Angeles,Child,76,58.3
2013,93552,Los Angeles,Child,106,84
2013,93555,Kern,Child,67,79.3
2013,93560,Kern,Child,47,92.6
2013,93561,Kern,Child,43,60.6
2013,93591,Los Angeles,Child,33,152
2013,93609,Fresno,Child,34,205.6
2013,93610,Madera,Child,55,102.1
2013,93611,Fresno,Child,93,86.3
2013,93612,Fresno,Child,116,125.8
2013,93615,Tulare,Child,13,56.5
2013,93618,Tulare,Child,76,69.3
2013,93619,Fresno,Child,49,55.8
2013,93620,Merced,Child,44,148.8
2013,93622,Fresno,Child,44,128.9
2013,93625,Fresno,Child,35,163.1
2013,93630,Fresno,Child,51,72.8
2013,93631,Fresno,Child,48,96.1
2013,93635,Merced,Child,145,112.5
2013,93636,Madera,Child,17,67.6
2013,93637,Madera,Child,142,115.7
2013,93638,Madera,Child,257,144.5
2013,93640,Fresno,Child,51,112.2
2013,93646,Fresno,Child,37,88.8
2013,93647,Tulare,Child,43,96.7
2013,93648,Fresno,Child,103,173.8
2013,93654,Fresno,Child,86,92.8
2013,93656,Fresno,Child,30,136.9
2013,93657,Fresno,Child,112,109
2013,93660,Fresno,Child,18,96
2013,93662,Fresno,Child,139,146.6
2013,93701,Fresno,Child,101,204.4
2013,93702,Fresno,Child,263,149.7
2013,93703,Fresno,Child,201,179.5
2013,93704,Fresno,Child,96,151.2
2013,93705,Fresno,Child,250,207.5
2013,93706,Fresno,Child,298,207.2
2013,93710,Fresno,Child,87,136
2013,93711,Fresno,Child,66,86.9
2013,93720,Fresno,Child,78,72.8
2013,93722,Fresno,Child,398,167.1
2013,93723,Fresno,Child,26,84.8
2013,93725,Fresno,Child,115,131.5
2013,93726,Fresno,Child,199,175.3
2013,93727,Fresno,Child,259,112
2013,93728,Fresno,Child,89,216.1
2013,93730,Fresno,Child,17,60.8
2013,93901,Monterey,Child,76,113.1
2013,93905,Monterey,Child,283,120.3
2013,93906,Monterey,Child,188,108
2013,93907,Monterey,Child,59,101.4
2013,93926,Monterey,Child,22,65.2
2013,93927,Monterey,Child,41,58.6
2013,93930,Monterey,Child,27,46.7
2013,93933,Monterey,Child,47,93.4
2013,93940,Monterey,Child,29,59.7
2013,93950,Monterey,Child,15,62.4
2013,93955,Monterey,Child,80,84.8
2013,93960,Monterey,Child,37,61
2013,94002,San Mateo,Child,12,20.8
2013,94010,San Mateo,Child,37,38.1
2013,94014,San Mateo,Child,82,83.1
2013,94015,San Mateo,Child,54,47.7
2013,94019,San Mateo,Child,35,77.2
2013,94025,San Mateo,Child,35,33.2
2013,94030,San Mateo,Child,14,34.3
2013,94040,Santa Clara,Child,18,24.7
2013,94041,Santa Clara,Child,15,52.9
2013,94043,Santa Clara,Child,16,27.9
2013,94044,San Mateo,Child,46,60.9
2013,94061,San Mateo,Child,44,47.5
2013,94063,San Mateo,Child,81,94.4
2013,94066,San Mateo,Child,43,48.2
2013,94070,San Mateo,Child,14,19.6
2013,94080,San Mateo,Child,95,68.9
2013,94085,Santa Clara,Child,24,43.5
2013,94086,Santa Clara,Child,42,36.5
2013,94087,Santa Clara,Child,29,21.2
2013,94089,Santa Clara,Child,14,33.3
2013,94102,San Francisco,Child,27,103.9
2013,94103,San Francisco,Child,21,81.8
2013,94107,San Francisco,Child,16,50.2
2013,94109,San Francisco,Child,15,34.1
2013,94110,San Francisco,Child,91,81.2
2013,94112,San Francisco,Child,148,101.8
2013,94114,San Francisco,Child,13,31.8
2013,94115,San Francisco,Child,30,73.3
2013,94116,San Francisco,Child,31,45.1
2013,94117,San Francisco,Child,33,85.6
2013,94118,San Francisco,Child,23,36
2013,94121,San Francisco,Child,19,30.1
2013,94122,San Francisco,Child,32,39.4
2013,94124,San Francisco,Child,115,136.5
2013,94131,San Francisco,Child,21,51
2013,94132,San Francisco,Child,34,89.8
2013,94133,San Francisco,Child,21,76.8
2013,94134,San Francisco,Child,80,94.7
2013,94303,Santa Clara,Child,127,94
2013,94401,San Mateo,Child,67,86.8
2013,94402,San Mateo,Child,16,27.8
2013,94403,San Mateo,Child,46,53.1
2013,94404,San Mateo,Child,16,20.9
2013,94501,Alameda,Child,89,73.5
2013,94503,Napa,Child,35,65
2013,94505,Contra Costa,Child,35,100.4
2013,94506,Contra Costa,Child,16,26
2013,94509,Contra Costa,Child,246,150.3
2013,94510,Solano,Child,37,66.6
2013,94513,Contra Costa,Child,106,64.2
2013,94518,Contra Costa,Child,28,48.8
2013,94519,Contra Costa,Child,28,68.4
2013,94520,Contra Costa,Child,107,104.9
2013,94521,Contra Costa,Child,42,48.8
2013,94523,Contra Costa,Child,24,36.3
2013,94526,Contra Costa,Child,24,33.1
2013,94530,Contra Costa,Child,22,48
2013,94531,Contra Costa,Child,149,129.3
2013,94533,Solano,Child,183,99.2
2013,94534,Solano,Child,45,50.9
2013,94536,Alameda,Child,109,61.7
2013,94538,Alameda,Child,140,95.5
2013,94539,Alameda,Child,29,25
2013,94541,Alameda,Child,194,118.7
2013,94542,Alameda,Child,26,107.6
2013,94544,Alameda,Child,200,101.3
2013,94545,Alameda,Child,79,113.9
2013,94546,Alameda,Child,67,74.9
2013,94547,Contra Costa,Child,26,50.1
