Year,Zip_Code,County,Age_Group,Number_of_Asthma_ED_Visits,Age_Adjusted_Rate_of_Asthma_ED_V
2017,90045,Los Angeles,Child,28,40.8
2017,90046,Los Angeles,Child,15,33.2
2017,90047,Los Angeles,Child,191,156.9
2017,90048,Los Angeles,Child,16,61.5
2017,90057,Los Angeles,Child,105,100.9
2017,90059,Los Angeles,Child,276,186.5
2017,90061,Los Angeles,Child,152,173
2017,90062,Los Angeles,Child,141,168.6
2017,90063,Los Angeles,Child,127,73
2017,90064,Los Angeles,Child,16,31.1
2017,90065,Los Angeles,Child,71,65.3
2017,90066,Los Angeles,Child,53,51.6
2017,90201,Los Angeles,Child,208,63.6
2017,90220,Los Angeles,Child,222,147.6
2017,90221,Los Angeles,Child,212,117.5
2017,90222,Los Angeles,Child,155,149.6
2017,90230,Los Angeles,Child,41,61.5
2017,90232,Los Angeles,Child,25,89.2
2017,90240,Los Angeles,Child,38,64.8
2017,90241,Los Angeles,Child,64,59.9
2017,90242,Los Angeles,Child,69,58.6
2017,90247,Los Angeles,Child,110,94.3
2017,90248,Los Angeles,Child,20,91.2
2017,90249,Los Angeles,Child,72,111.2
2017,90250,Los Angeles,Child,289,115.9
2017,90254,Los Angeles,Child,12,38.1
2017,90255,Los Angeles,Child,151,66.5
2017,90260,Los Angeles,Child,92,102.7
2017,90262,Los Angeles,Child,182,80.3
2017,90266,Los Angeles,Child,14,18.8
2017,90270,Los Angeles,Child,60,68.8
2017,90275,Los Angeles,Child,15,21.2
2017,90277,Los Angeles,Child,14,24.4
2017,90278,Los Angeles,Child,42,44.6
2017,90280,Los Angeles,Child,191,67.3
2017,90291,Los Angeles,Child,16,40.9
2017,90301,Los Angeles,Child,96,101.2
2017,90302,Los Angeles,Child,78,103.3
2017,90303,Los Angeles,Child,91,126.2
2017,90304,Los Angeles,Child,81,90.4
2017,90305,Los Angeles,Child,24,89.8
2017,90404,Los Angeles,Child,27,89.8
2017,90405,Los Angeles,Child,12,31.7
2017,90501,Los Angeles,Child,96,91.2
2017,90502,Los Angeles,Child,24,63.8
2017,90503,Los Angeles,Child,38,42.6
2017,90504,Los Angeles,Child,35,57.1
2017,90505,Los Angeles,Child,27,40.2
2017,90601,Los Angeles,Child,40,52.8
2017,90602,Los Angeles,Child,59,89.8
2017,90603,Los Angeles,Child,20,44.9
2017,90604,Los Angeles,Child,74,74.6
2017,90605,Los Angeles,Child,102,94.8
2017,90606,Los Angeles,Child,57,68.8
2017,90620,Orange,Child,66,66.3
2017,90621,Orange,Child,75,78.2
2017,90623,Orange,Child,18,59.5
2017,90630,Orange,Child,53,52.9
2017,90631,Orange,Child,106,62.5
2017,90638,Los Angeles,Child,32,33.1
2017,90640,Los Angeles,Child,99,63.4
2017,90650,Los Angeles,Child,186,68
2017,90660,Los Angeles,Child,132,81.3
2017,90670,Los Angeles,Child,17,46.8
2017,90680,Orange,Child,44,52.9
2017,90701,Los Angeles,Child,28,84.4
2017,90703,Los Angeles,Child,36,42.8
2017,90706,Los Angeles,Child,152,73.9
2017,90710,Los Angeles,Child,57,91.8
2017,90712,Los Angeles,Child,40,58.4
2017,90713,Los Angeles,Child,31,50.3
2017,90715,Los Angeles,Child,27,54.5
2017,90716,Los Angeles,Child,31,73.1
2017,90717,Los Angeles,Child,37,78.9
2017,90720,Orange,Child,12,29
2017,90723,Los Angeles,Child,124,75.4
2017,90731,Los Angeles,Child,183,125.5
2017,90732,Los Angeles,Child,20,47.1
2017,90744,Los Angeles,Child,157,93.1
2017,90745,Los Angeles,Child,114,87.9
2017,90746,Los Angeles,Child,68,147.6
2017,90755,Los Angeles,Child,13,45.1
2017,90802,Los Angeles,Child,53,78.2
2017,90803,Los Angeles,Child,12,28
2017,90804,Los Angeles,Child,88,92.1
2017,90805,Los Angeles,Child,334,119.4
2017,90806,Los Angeles,Child,130,107.2
2017,90807,Los Angeles,Child,59,89.7
2017,90808,Los Angeles,Child,33,42.2
2017,90810,Los Angeles,Child,101,99.3
2017,90813,Los Angeles,Child,197,107.8
2017,90814,Los Angeles,Child,13,45.6
2017,90815,Los Angeles,Child,25,33.8
2017,91001,Los Angeles,Child,40,50.9
2017,91006,Los Angeles,Child,21,34.2
2017,91007,Los Angeles,Child,18,30.7
2017,91010,Los Angeles,Child,38,64.5
2017,91016,Los Angeles,Child,53,57.3
2017,91024,Los Angeles,Child,12,58.1
2017,91030,Los Angeles,Child,17,33
2017,91040,Los Angeles,Child,24,63.5
2017,91042,Los Angeles,Child,23,42.2
2017,91103,Los Angeles,Child,45,63.7
2017,91104,Los Angeles,Child,51,63.4
2017,91106,Los Angeles,Child,15,39.6
2017,91107,Los Angeles,Child,28,42.2
2017,91201,Los Angeles,Child,13,34.6
2017,91202,Los Angeles,Child,23,56.6
2017,91204,Los Angeles,Child,13,41.6
2017,91205,Los Angeles,Child,32,48.9
2017,91206,Los Angeles,Child,24,42.1
2017,91214,Los Angeles,Child,14,24.8
2017,91302,Los Angeles,Child,18,33.5
2017,91303,Los Angeles,Child,66,94.7
2017,91304,Los Angeles,Child,126,106.5
2017,91306,Los Angeles,Child,127,119
2017,91307,Los Angeles,Child,20,42
2017,91311,Los Angeles,Child,61,87.5
2017,91316,Los Angeles,Child,44,85.6
2017,91320,Ventura,Child,32,31.1
2017,91321,Los Angeles,Child,52,56
2017,91324,Los Angeles,Child,64,115.2
2017,91325,Los Angeles,Child,54,84.8
2017,91326,Los Angeles,Child,18,27
2017,91331,Los Angeles,Child,257,82.3
2017,91335,Los Angeles,Child,172,100.7
2017,91340,Los Angeles,Child,82,77.2
2017,91342,Los Angeles,Child,176,69.4
2017,91343,Los Angeles,Child,179,111.7
2017,91344,Los Angeles,Child,65,66.9
2017,91345,Los Angeles,Child,35,81.3
2017,91350,Los Angeles,Child,45,49.8
2017,91351,Los Angeles,Child,53,66.6
2017,91352,Los Angeles,Child,105,82.6
2017,91354,Los Angeles,Child,27,33.1
2017,91355,Los Angeles,Child,28,37.3
2017,91356,Los Angeles,Child,34,58.6
2017,91360,Ventura,Child,25,30.5
2017,91362,Ventura,Child,22,27.5
2017,91364,Los Angeles,Child,13,24.6
2017,91367,Los Angeles,Child,30,37.6
2017,91381,Los Angeles,Child,14,24.7
2017,91384,Los Angeles,Child,31,50.9
2017,91387,Los Angeles,Child,71,62.5
2017,91390,Los Angeles,Child,15,29.5
2017,91401,Los Angeles,Child,54,62.4
2017,91402,Los Angeles,Child,200,96.8
2017,91405,Los Angeles,Child,130,102.2
2017,91406,Los Angeles,Child,96,73.1
2017,91411,Los Angeles,Child,46,78.6
2017,91423,Los Angeles,Child,28,52.1
2017,91501,Los Angeles,Child,18,49.3
2017,91502,Los Angeles,Child,13,68.4
2017,91504,Los Angeles,Child,39,78.2
2017,91505,Los Angeles,Child,19,33.7
2017,91506,Los Angeles,Child,15,44
2017,91601,Los Angeles,Child,57,89
2017,91604,Los Angeles,Child,15,30.7
2017,91605,Los Angeles,Child,99,69.2
2017,91606,Los Angeles,Child,111,104.9
2017,91607,Los Angeles,Child,24,43
2017,91701,San Bernardino,Child,34,42.1
2017,91702,Los Angeles,Child,159,97.9
2017,91706,Los Angeles,Child,176,80.8
2017,91708,San Bernardino,Child,16,64.4
2017,91709,San Bernardino,Child,67,38.7
2017,91710,San Bernardino,Child,119,58.8
2017,91711,Los Angeles,Child,39,62.5
2017,91722,Los Angeles,Child,76,84.9
2017,91723,Los Angeles,Child,48,107.2
2017,91724,Los Angeles,Child,33,59
2017,91730,San Bernardino,Child,84,50.8
2017,91731,Los Angeles,Child,62,82.6
2017,91732,Los Angeles,Child,145,83.1
2017,91733,Los Angeles,Child,119,90.9
2017,91737,San Bernardino,Child,12,22.1
2017,91739,San Bernardino,Child,27,25.5
2017,91740,Los Angeles,Child,59,108.2
2017,91741,Los Angeles,Child,38,76.4
2017,91744,Los Angeles,Child,210,90.9
2017,91745,Los Angeles,Child,55,54
2017,91746,Los Angeles,Child,51,60.4
2017,91748,Los Angeles,Child,19,23.2
2017,91750,Los Angeles,Child,26,38.4
2017,91752,Riverside,Child,53,54.1
2017,91754,Los Angeles,Child,27,45.4
2017,91755,Los Angeles,Child,19,42
2017,91761,San Bernardino,Child,106,66.6
2017,91762,San Bernardino,Child,130,78.5
2017,91763,San Bernardino,Child,76,71.9
2017,91764,San Bernardino,Child,136,83.9
2017,91765,Los Angeles,Child,44,53.6
2017,91766,Los Angeles,Child,189,88.5
2017,91767,Los Angeles,Child,108,79
2017,91768,Los Angeles,Child,100,111.3
2017,91770,Los Angeles,Child,73,54.8
2017,91773,Los Angeles,Child,45,72
2017,91775,Los Angeles,Child,13,25
2017,91776,Los Angeles,Child,57,80.7
2017,91780,Los Angeles,Child,34,52.6
2017,91784,San Bernardino,Child,18,34.1
2017,91786,San Bernardino,Child,92,74.5
2017,91789,Los Angeles,Child,37,51.9
2017,91790,Los Angeles,Child,87,79
2017,91791,Los Angeles,Child,50,69.3
2017,91792,Los Angeles,Child,35,52
2017,91801,Los Angeles,Child,49,50.7
2017,91803,Los Angeles,Child,35,61.5
2017,91902,San Diego,Child,28,82.2
2017,91910,San Diego,Child,159,87
2017,91911,San Diego,Child,193,87.4
2017,91913,San Diego,Child,74,53.1
2017,91914,San Diego,Child,16,32.5
2017,91915,San Diego,Child,44,49.2
2017,91932,San Diego,Child,61,94.3
2017,91941,San Diego,Child,30,40.2
2017,91942,San Diego,Child,46,61.7
2017,91945,San Diego,Child,64,99.7
2017,91950,San Diego,Child,169,109.5
2017,91977,San Diego,Child,135,86.5
2017,91978,San Diego,Child,14,66.4
2017,92008,San Diego,Child,19,39
2017,92009,San Diego,Child,26,23.4
2017,92019,San Diego,Child,33,37.6
2017,92020,San Diego,Child,107,70.1
2017,92021,San Diego,Child,124,76.1
2017,92024,San Diego,Child,23,22.4
2017,92025,San Diego,Child,63,44.6
2017,92026,San Diego,Child,45,33.6
2017,92027,San Diego,Child,67,43.5
2017,92028,San Diego,Child,45,42
2017,92037,San Diego,Child,21,33.9
2017,92040,San Diego,Child,65,64.9
2017,92054,San Diego,Child,40,37.8
2017,92056,San Diego,Child,31,27.7
2017,92057,San Diego,Child,40,27.8
2017,92058,San Diego,Child,26,29.4
2017,92064,San Diego,Child,31,29.4
2017,92065,San Diego,Child,30,35.5
2017,92069,San Diego,Child,53,38.8
2017,92071,San Diego,Child,78,62.5
2017,92078,San Diego,Child,33,27
2017,92081,San Diego,Child,14,24.2
2017,92082,San Diego,Child,23,49.9
2017,92083,San Diego,Child,53,47
2017,92084,San Diego,Child,53,41.1
2017,92101,San Diego,Child,34,117.6
2017,92102,San Diego,Child,131,107.9
2017,92103,San Diego,Child,19,60.9
2017,92104,San Diego,Child,58,68.5
2017,92105,San Diego,Child,209,96.3
2017,92106,San Diego,Child,14,36.8
2017,92107,San Diego,Child,16,44.3
2017,92108,San Diego,Child,19,89.8
2017,92109,San Diego,Child,14,31.2
2017,92110,San Diego,Child,25,61.1
2017,92111,San Diego,Child,76,74.8
2017,92113,San Diego,Child,238,144.7
2017,92114,San Diego,Child,157,94.9
2017,92115,San Diego,Child,132,112
2017,92116,San Diego,Child,37,70.1
2017,92117,San Diego,Child,75,77.6
2017,92118,San Diego,Child,12,35.8
2017,92119,San Diego,Child,19,44.5
2017,92120,San Diego,Child,29,58.2
2017,92122,San Diego,Child,22,36.8
2017,92123,San Diego,Child,44,66
2017,92124,San Diego,Child,43,47.1
2017,92126,San Diego,Child,70,45.2
2017,92127,San Diego,Child,44,30.9
2017,92128,San Diego,Child,21,22
2017,92129,San Diego,Child,55,43.3
2017,92130,San Diego,Child,29,18.8
2017,92131,San Diego,Child,15,16.2
2017,92139,San Diego,Child,74,81.8
2017,92154,San Diego,Child,168,79.2
2017,92173,San Diego,Child,82,94.5
2017,92201,Riverside,Child,154,81.7
2017,92203,Riverside,Child,40,53.5
2017,92211,Riverside,Child,12,50.6
2017,92220,Riverside,Child,72,100
2017,92223,Riverside,Child,99,69.3
2017,92225,Riverside,Child,43,87
2017,92227,Imperial,Child,216,257.8
2017,92231,Imperial,Child,86,75.8
2017,92234,Riverside,Child,52,40.9
2017,92236,Riverside,Child,94,60
2017,92240,Riverside,Child,87,81.2
2017,92241,Riverside,Child,18,109
2017,92243,Imperial,Child,193,136.6
2017,92249,Imperial,Child,27,112.2
2017,92250,Imperial,Child,24,112.6
2017,92251,Imperial,Child,81,144.1
2017,92252,San Bernardino,Child,19,96.7
2017,92253,Riverside,Child,32,43.9
2017,92254,Riverside,Child,21,41.1
2017,92262,Riverside,Child,26,57.9
2017,92274,Riverside,Child,29,37.9
2017,92277,San Bernardino,Child,41,60.3
2017,92284,San Bernardino,Child,36,64.1
2017,92301,San Bernardino,Child,141,118.4
2017,92307,San Bernardino,Child,111,115.5
2017,92308,San Bernardino,Child,106,103.4
2017,92311,San Bernardino,Child,171,189
2017,92313,San Bernardino,Child,18,66
2017,92314,San Bernardino,Child,13,52.7
2017,92316,San Bernardino,Child,89,95.3
2017,92324,San Bernardino,Child,164,93.7
2017,92325,San Bernardino,Child,18,107.1
2017,92335,San Bernardino,Child,247,75.1
2017,92336,San Bernardino,Child,120,43.4
2017,92337,San Bernardino,Child,77,69.2
2017,92344,San Bernardino,Child,32,50.5
2017,92345,San Bernardino,Child,157,68
2017,92346,San Bernardino,Child,71,48.9
2017,92354,San Bernardino,Child,25,55.7
2017,92359,San Bernardino,Child,17,89.4
2017,92371,San Bernardino,Child,12,30
2017,92373,San Bernardino,Child,42,62.8
2017,92374,San Bernardino,Child,67,67.2
2017,92376,San Bernardino,Child,214,85.3
2017,92377,San Bernardino,Child,30,57.3
2017,92392,San Bernardino,Child,197,117
2017,92394,San Bernardino,Child,128,113.1
2017,92395,San Bernardino,Child,159,121.6
2017,92399,San Bernardino,Child,55,42.8
2017,92404,San Bernardino,Child,236,128
2017,92405,San Bernardino,Child,133,142.7
2017,92407,San Bernardino,Child,136,80.1
2017,92408,San Bernardino,Child,36,77.3
2017,92410,San Bernardino,Child,204,113.4
2017,92411,San Bernardino,Child,140,156.8
2017,92501,Riverside,Child,40,73.3
2017,92503,Riverside,Child,202,78.6
2017,92504,Riverside,Child,104,75.5
2017,92505,Riverside,Child,112,85.7
2017,92506,Riverside,Child,68,76
2017,92507,Riverside,Child,76,60.1
2017,92508,Riverside,Child,28,31.2
2017,92509,Riverside,Child,134,58.1
2017,92530,Riverside,Child,113,71.3
2017,92532,Riverside,Child,30,42.6
2017,92543,Riverside,Child,101,118.9
2017,92544,Riverside,Child,116,99.6
2017,92545,Riverside,Child,76,77.1
2017,92551,Riverside,Child,100,102.7
2017,92553,Riverside,Child,187,78
2017,92555,Riverside,Child,95,80.7
2017,92557,Riverside,Child,100,76.5
2017,92562,Riverside,Child,71,44.3
2017,92563,Riverside,Child,85,43.6
2017,92567,Riverside,Child,13,44.9
2017,92570,Riverside,Child,121,68.7
2017,92571,Riverside,Child,138,72.2
2017,92582,Riverside,Child,46,83.3
2017,92583,Riverside,Child,99,112.4
2017,92584,Riverside,Child,74,57.9
2017,92585,Riverside,Child,23,39
2017,92586,Riverside,Child,15,58
2017,92587,Riverside,Child,28,66.1
2017,92591,Riverside,Child,62,52.9
2017,92592,Riverside,Child,112,53
2017,92595,Riverside,Child,48,56.7
2017,92596,Riverside,Child,38,42.3
2017,92602,Orange,Child,14,19.8
2017,92604,Orange,Child,31,60
2017,92606,Orange,Child,13,24.4
2017,92612,Orange,Child,12,33.5
2017,92614,Orange,Child,12,26.5
2017,92618,Orange,Child,29,42.7
2017,92620,Orange,Child,40,33.8
2017,92626,Orange,Child,38,40.5
2017,92627,Orange,Child,67,44.6
2017,92629,Orange,Child,15,34.4
2017,92630,Orange,Child,56,40.4
2017,92646,Orange,Child,47,45.7
2017,92647,Orange,Child,74,57.3
2017,92648,Orange,Child,27,34.1
2017,92649,Orange,Child,22,38.9
2017,92653,Orange,Child,15,25.9
2017,92656,Orange,Child,37,29.8
2017,92660,Orange,Child,16,26.9
2017,92663,Orange,Child,13,47
2017,92672,Orange,Child,25,33.7
2017,92673,Orange,Child,12,13.5
2017,92675,Orange,Child,16,18.2
2017,92677,Orange,Child,34,24.7
2017,92679,Orange,Child,16,26.4
2017,92683,Orange,Child,113,55.6
2017,92688,Orange,Child,20,17.7
2017,92691,Orange,Child,26,28
2017,92692,Orange,Child,22,23.9
2017,92694,Orange,Child,19,21.4
2017,92701,Orange,Child,135,73.6
2017,92703,Orange,Child,186,87.9
2017,92704,Orange,Child,180,71.3
2017,92705,Orange,Child,46,46.1
2017,92706,Orange,Child,71,59.3
2017,92707,Orange,Child,164,88.8
2017,92708,Orange,Child,37,35.8
2017,92780,Orange,Child,110,74.2
2017,92782,Orange,Child,32,43.4
2017,92801,Orange,Child,144,77
2017,92802,Orange,Child,97,76.3
2017,92804,Orange,Child,144,64.8
2017,92805,Orange,Child,179,80.8
2017,92806,Orange,Child,70,69.6
2017,92807,Orange,Child,35,46.1
2017,92808,Orange,Child,18,43.1
2017,92821,Orange,Child,38,46.9
2017,92831,Orange,Child,46,71
2017,92832,Orange,Child,32,52.2
2017,92833,Orange,Child,98,75.5
2017,92835,Orange,Child,31,62
2017,92840,Orange,Child,94,68.8
2017,92841,Orange,Child,35,45.3
2017,92843,Orange,Child,93,75.6
2017,92844,Orange,Child,45,80
2017,92845,Orange,Child,12,36.1
2017,92860,Riverside,Child,20,40
2017,92865,Orange,Child,37,81.9
2017,92866,Orange,Child,19,57.9
2017,92867,Orange,Child,61,57.2
2017,92868,Orange,Child,48,87.6
2017,92869,Orange,Child,58,67.3
2017,92870,Orange,Child,52,43.2
2017,92879,Riverside,Child,88,69.4
2017,92880,Riverside,Child,85,36.2
2017,92881,Riverside,Child,24,29.3
2017,92882,Riverside,Child,97,49.3
2017,92883,Riverside,Child,22,24.4
2017,92886,Orange,Child,33,31.2
2017,93001,Ventura,Child,54,74.4
2017,93003,Ventura,Child,59,58
2017,93004,Ventura,Child,16,24.2
2017,93010,Ventura,Child,37,40.8
2017,93012,Ventura,Child,25,32.3
2017,93015,Ventura,Child,24,46.6
2017,93021,Ventura,Child,50,51.9
2017,93030,Ventura,Child,153,86.1
2017,93033,Ventura,Child,163,60.4
2017,93035,Ventura,Child,22,35.3
2017,93036,Ventura,Child,81,60.5
2017,93041,Ventura,Child,55,86.6
2017,93060,Ventura,Child,53,52.9
2017,93063,Ventura,Child,70,56.6
2017,93065,Ventura,Child,98,58.3
2017,93101,Santa Barbara,Child,44,77
2017,93103,Santa Barbara,Child,23,55.4
2017,93111,Santa Barbara,Child,12,39
2017,93117,Santa Barbara,Child,27,37.4
2017,93203,Kern,Child,52,64.2
2017,93204,Kings,Child,33,98.2
2017,93210,Fresno,Child,43,112.6
2017,93212,Kings,Child,55,114
2017,93215,Kern,Child,134,85.9
2017,93219,Tulare,Child,28,64.3
2017,93221,Tulare,Child,27,65.4
2017,93223,Tulare,Child,23,62.5
2017,93230,Kings,Child,265,132.6
2017,93234,Fresno,Child,15,56.1
2017,93241,Kern,Child,44,74.4
2017,93245,Kings,Child,112,97.6
2017,93247,Tulare,Child,46,73.2
2017,93250,Kern,Child,42,80.7
2017,93256,Tulare,Child,19,65.5
2017,93257,Tulare,Child,220,86.1
2017,93263,Kern,Child,42,58.5
2017,93267,Tulare,Child,16,78.9
2017,93268,Kern,Child,27,53.3
2017,93270,Tulare,Child,13,62.5
2017,93274,Tulare,Child,185,80.4
2017,93277,Tulare,Child,89,66.1
2017,93280,Kern,Child,59,71.9
2017,93286,Tulare,Child,17,54
2017,93291,Tulare,Child,99,53.1
2017,93292,Tulare,Child,46,39.4
2017,93301,Kern,Child,83,231.4
2017,93304,Kern,Child,212,130.6
2017,93305,Kern,Child,160,120.7
2017,93306,Kern,Child,181,88.3
2017,93307,Kern,Child,297,93.7
2017,93308,Kern,Child,134,92.8
2017,93309,Kern,Child,169,108.6
2017,93311,Kern,Child,80,61.3
2017,93312,Kern,Child,72,44.5
2017,93313,Kern,Child,116,74.1
2017,93314,Kern,Child,24,28.9
2017,93401,San Luis Obispo,Child,15,35.3
2017,93402,San Luis Obispo,Child,15,62.8
2017,93420,San Luis Obispo,Child,21,39.9
2017,93422,San Luis Obispo,Child,27,40.1
2017,93433,San Luis Obispo,Child,23,80.9
2017,93434,Santa Barbara,Child,27,110.8
2017,93436,Santa Barbara,Child,78,56.6
2017,93444,San Luis Obispo,Child,21,43.1
2017,93445,San Luis Obispo,Child,17,99.6
2017,93446,San Luis Obispo,Child,63,58.4
2017,93454,Santa Barbara,Child,98,93
2017,93455,Santa Barbara,Child,53,54
2017,93458,Santa Barbara,Child,142,69.5
2017,93501,Kern,Child,22,141.9
2017,93505,Kern,Child,40,117.1
2017,93510,Los Angeles,Child,13,107.5
2017,93514,Inyo,Child,26,93.8
2017,93534,Los Angeles,Child,187,163.8
2017,93535,Los Angeles,Child,449,193.3
2017,93536,Los Angeles,Child,149,90.1
2017,93543,Los Angeles,Child,53,148.8
2017,93550,Los Angeles,Child,341,140.6
2017,93551,Los Angeles,Child,83,66
2017,93552,Los Angeles,Child,119,98.2
2017,93555,Kern,Child,68,82.4
2017,93560,Kern,Child,53,104.8
2017,93561,Kern,Child,38,54.1
2017,93591,Los Angeles,Child,31,128.1
2017,93609,Fresno,Child,31,180.9
2017,93610,Madera,Child,75,144.9
2017,93611,Fresno,Child,79,72.3
2017,93612,Fresno,Child,132,142.2
2017,93614,Madera,Child,16,74.6
2017,93615,Tulare,Child,15,73.2
2017,93618,Tulare,Child,103,100.2
2017,93619,Fresno,Child,51,49.4
2017,93620,Merced,Child,69,230.9
2017,93622,Fresno,Child,54,175.5
2017,93625,Fresno,Child,33,153.1
2017,93630,Fresno,Child,72,102.9
2017,93631,Fresno,Child,58,124.1
2017,93635,Merced,Child,170,132.1
2017,93636,Madera,Child,21,84.1
2017,93637,Madera,Child,161,135
2017,93638,Madera,Child,267,145.1
2017,93640,Fresno,Child,73,162.8
2017,93646,Fresno,Child,38,86.9
2017,93647,Tulare,Child,30,70.9
2017,93648,Fresno,Child,140,229.5
2017,93654,Fresno,Child,93,99.3
2017,93656,Fresno,Child,42,196.6
2017,93657,Fresno,Child,152,141.3
2017,93660,Fresno,Child,15,84.6
2017,93662,Fresno,Child,185,199.4
2017,93701,Fresno,Child,113,254.9
2017,93702,Fresno,Child,349,197.8
2017,93703,Fresno,Child,223,208.3
2017,93704,Fresno,Child,104,164.1
2017,93705,Fresno,Child,263,219.2
2017,93706,Fresno,Child,268,189.1
2017,93710,Fresno,Child,106,169.3
2017,93711,Fresno,Child,100,142.1
2017,93720,Fresno,Child,88,83.7
2017,93722,Fresno,Child,448,186.4
2017,93723,Fresno,Child,37,116.9
2017,93725,Fresno,Child,158,180.1
2017,93726,Fresno,Child,273,244.8
2017,93727,Fresno,Child,316,134.1
2017,93728,Fresno,Child,85,204.1
2017,93730,Fresno,Child,15,51.8
2017,93901,Monterey,Child,39,60.7
2017,93905,Monterey,Child,189,83.6
2017,93906,Monterey,Child,138,77.8
2017,93907,Monterey,Child,33,61.7
2017,93926,Monterey,Child,20,65.1
2017,93927,Monterey,Child,49,74
2017,93930,Monterey,Child,28,52.3
2017,93933,Monterey,Child,45,85
2017,93940,Monterey,Child,26,53.3
2017,93955,Monterey,Child,72,77.4
2017,93960,Monterey,Child,33,55.4
2017,94002,San Mateo,Child,16,27.1
2017,94010,San Mateo,Child,30,31.6
2017,94014,San Mateo,Child,74,74.7
2017,94015,San Mateo,Child,75,64.2
2017,94019,San Mateo,Child,17,38
2017,94025,San Mateo,Child,43,40.8
2017,94030,San Mateo,Child,20,49.4
2017,94043,Santa Clara,Child,24,38.5
2017,94044,San Mateo,Child,35,47.4
2017,94061,San Mateo,Child,45,48.6
2017,94063,San Mateo,Child,67,73.1
2017,94066,San Mateo,Child,53,57.9
2017,94070,San Mateo,Child,20,30.1
2017,94080,San Mateo,Child,87,64.2
2017,94085,Santa Clara,Child,13,23.8
2017,94086,Santa Clara,Child,34,30
2017,94087,Santa Clara,Child,27,17.5
2017,94089,Santa Clara,Child,13,26.8
2017,94102,San Francisco,Child,41,131.6
2017,94103,San Francisco,Child,33,92.1
2017,94107,San Francisco,Child,29,77.1
2017,94109,San Francisco,Child,35,90.2
2017,94110,San Francisco,Child,117,103.5
2017,94112,San Francisco,Child,141,93.6
2017,94114,San Francisco,Child,26,73.4
2017,94115,San Francisco,Child,34,82.5
2017,94116,San Francisco,Child,36,51.9
2017,94117,San Francisco,Child,28,73.5
2017,94118,San Francisco,Child,26,41.9
2017,94121,San Francisco,Child,40,60.9
2017,94122,San Francisco,Child,41,47.6
2017,94123,San Francisco,Child,17,56.8
2017,94124,San Francisco,Child,176,189.2
2017,94127,San Francisco,Child,22,64.6
2017,94131,San Francisco,Child,25,58.5
2017,94132,San Francisco,Child,25,65.3
2017,94133,San Francisco,Child,13,46.9
2017,94134,San Francisco,Child,102,128.6
2017,94303,Santa Clara,Child,105,79
2017,94306,Santa Clara,Child,21,34.7
2017,94401,San Mateo,Child,64,78.4
2017,94402,San Mateo,Child,22,37.5
2017,94403,San Mateo,Child,31,32.6
2017,94404,San Mateo,Child,22,28
2017,94501,Alameda,Child,105,85.5
2017,94502,Alameda,Child,13,48.6
2017,94503,Napa,Child,37,65.4
2017,94505,Contra Costa,Child,14,35.9
2017,94506,Contra Costa,Child,15,24.9
2017,94509,Contra Costa,Child,280,171.3
2017,94510,Solano,Child,42,75.2
2017,94513,Contra Costa,Child,136,73.6
2017,94518,Contra Costa,Child,30,52
2017,94519,Contra Costa,Child,19,46.8
2017,94520,Contra Costa,Child,82,77
2017,94521,Contra Costa,Child,35,40.8
2017,94523,Contra Costa,Child,23,35
2017,94526,Contra Costa,Child,19,27
2017,94530,Contra Costa,Child,34,74.8
2017,94531,Contra Costa,Child,167,151.3
2017,94533,Solano,Child,299,160.8
2017,94534,Solano,Child,73,82.2
2017,94536,Alameda,Child,99,55.4
2017,94538,Alameda,Child,68,45.4
2017,94539,Alameda,Child,24,20.7
2017,94541,Alameda,Child,188,115.3
2017,94542,Alameda,Child,18,71.6
2017,94544,Alameda,Child,220,104.6
2017,94545,Alameda,Child,84,114.9
2017,94546,Alameda,Child,66,71.9
2017,94547,Contra Costa,Child,35,66.8
2017,94549,Contra Costa,Child,13,23.8
2017,94550,Alameda,Child,49,43.2
2017,94551,Alameda,Child,34,34.2
2017,94552,Alameda,Child,15,48.4
2017,94553,Contra Costa,Child,51,54.7
2017,94555,Alameda,Child,36,33.9
2017,94558,Napa,Child,77,53.2
2017,94559,Napa,Child,27,41.2
2017,94560,Alameda,Child,70,61.7
2017,94561,Contra Costa,Child,103,93.8
2017,94564,Contra Costa,Child,26,72.8
2017,94565,Contra Costa,Child,330,129.9
2017,94566,Alameda,Child,35,34.5
2017,94568,Alameda,Child,66,44.2
2017,94572,Contra Costa,Child,20,100.7
2017,94577,Alameda,Child,94,87.4
2017,94578,Alameda,Child,116,115.4
2017,94579,Alameda,Child,34,81.1
2017,94580,Alameda,Child,51,74.9
2017,94582,Contra Costa,Child,39,28
2017,94583,Contra Costa,Child,29,33.2
2017,94585,Solano,Child,86,115.1
2017,94587,Alameda,Child,119,70
2017,94588,Alameda,Child,26,32.8
2017,94589,Solano,Child,130,181.4
2017,94590,Solano,Child,156,185.7
2017,94591,Solano,Child,114,97.5
2017,94597,Contra Costa,Child,20,49.3
2017,94598,Contra Costa,Child,14,30.9
2017,94601,Alameda,Child,202,140.3
2017,94602,Alameda,Child,40,60.3
2017,94603,Alameda,Child,229,228.2
2017,94605,Alameda,Child,219,217.9
2017,94606,Alameda,Child,77,106
2017,94607,Alameda,Child,83,157.7
2017,94608,Alameda,Child,85,177.3
2017,94609,Alameda,Child,58,174.7
2017,94610,Alameda,Child,30,62.8
